assumptionId,questionId,subquestionId,assumption,question,container,container_depth1,container_depth2,container_depth3
32,6,A(32):Q(6):2,Success of a therapy intervention depends on both the therapist and the client,What features of the therapist increase the changes of success?,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
32,6,A(32):Q(6):3,Success of a therapy intervention depends on both the therapist and the client,What features of the client increase the chances?,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
32,6,A(32):Q(6):4,Success of a therapy intervention depends on both the therapist and the client,What methods increase the chances?</font>,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
33,,,"Therapists want their clients to get better, even tho it means no more or fewer sessions.",,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
33,7,A(33):Q(7):1,"Therapists want their clients to get better, even tho it means no more or fewer sessions.","What's a client lifecycle? (how many sessions on avg, ...)",1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
33,7,A(33):Q(7):2,"Therapists want their clients to get better, even tho it means no more or fewer sessions.",How many sessions with client after the client gets better?,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
33,7,A(33):Q(7):3,"Therapists want their clients to get better, even tho it means no more or fewer sessions.",Do successful clients refer more clients?,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
33,7,A(33):Q(7):4,"Therapists want their clients to get better, even tho it means no more or fewer sessions.",How many clients at the same time?<br></font>,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
34,,,Therapists-patient relationship ends after successful intervention,,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
35,,,Therapists-patient relationship is temporary,,1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
35,8,A(35):Q(8):1,Therapists-patient relationship is temporary,"What leads to the end of the relationship? (Success, money, misfit, ...)<br></font>",1 Marketing / 1.4 Messaging,1 Marketing,1.4 Messaging,
3,,,Therapists spend some time searching for clients or promoting self,,1 Marketing,1 Marketing,,
2,,,Therapists need to find clients themselves,,1 Marketing,1 Marketing,,
4,,,Therapists know where to find clients,,1 Marketing,1 Marketing,,
6,,,Therapists know how to advertise to clients,,1 Marketing,1 Marketing,,
7,,,Therapists know that marketing is necessary step get clients,,1 Marketing,1 Marketing,,
126,,,Therapists need such number of clients that marketing makes more sense than DMs,,1 Marketing,1 Marketing,,
8,,,Advertising is a viable way to find clients for therapists,,1 Marketing,1 Marketing,,
5,,,Therapists found clients before or seen others do it or seen how to,,1 Marketing,1 Marketing,,
19,,,Therapists promote themselves (build positive brand) to attract clients,,1 Marketing,1 Marketing,,
20,,,Therapists have space (online / offline) to promote themselves,,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
20,5,A(20):Q(5):1,Therapists have space (online / offline) to promote themselves,What are these spaces? Online and offline?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
20,5,A(20):Q(5):2,Therapists have space (online / offline) to promote themselves,Which ones work better and for whom?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
20,5,A(20):Q(5):3,Therapists have space (online / offline) to promote themselves,Do they have to market on multiple websites?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
21,,,Therapists need online space to promote themselves,,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
22,,,Therapists can promote themselves on multiple platforms - there is no exclusivity contract,,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,,,Therapists want to promote themselves on multiple platforms,,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,4,A(23):Q(4):1,Therapists want to promote themselves on multiple platforms,Are they listed on multiple websites / platforms?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,4,A(23):Q(4):2,Therapists want to promote themselves on multiple platforms,What are the reasons why they would want to advertise on multiple platforms?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,4,A(23):Q(4):3,Therapists want to promote themselves on multiple platforms,Do these platforms demand exclusivity?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,4,A(23):Q(4):4,Therapists want to promote themselves on multiple platforms,Do these platforms differ in their focus or clientele?,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
23,4,A(23):Q(4):5,Therapists want to promote themselves on multiple platforms,"Which platforms are more important to them, and based on what factors?",1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
24,,,Therapists can get more clients by tailoring the messaging on different platforms,,1 Marketing / 1.3 Marketing channels,1 Marketing,1.3 Marketing channels,
13,,,"People who need therapy recognise its value, so they react positively to adverts",,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
17,,,People who need therapy are aware of therapy,,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
17,3,A(17):Q(3):1,People who need therapy are aware of therapy,How do they get aware?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
17,3,A(17):Q(3):2,People who need therapy are aware of therapy,Where do they get aware?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
18,,,People who need therapy think adverts are acceptable way of marketing,,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
15,,,People who need therapy are reflective enough to understand that -- when given the right prompt -- they realise they could benefit from therapy,,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
14,,,People who need therapy think of it positively,,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
14,1,A(14):Q(1):1,People who need therapy think of it positively,Why? Why not?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
14,1,A(14):Q(1):2,People who need therapy think of it positively,How many ppl think so?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
16,,,People who need therapy are aware of its benefits,,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
16,2,A(16):Q(2):1,People who need therapy are aware of its benefits,What are the benefits?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
16,2,A(16):Q(2):2,People who need therapy are aware of its benefits,How important are the benefits to ppl who need therapy?,1 Marketing / 1.2 Value perceived by client,1 Marketing,1.2 Value perceived by client,
9,,,People who need therapy have beh. / social profiles that can be targetted,,1 Marketing / 1.1 Audience stratification,1 Marketing,1.1 Audience stratification,
11,,,There are demographics that are in need of therapy more than others,,1 Marketing / 1.1 Audience stratification,1 Marketing,1.1 Audience stratification,
12,,,Ppl who need therapy like or follow certain topics or profiles more,,1 Marketing / 1.1 Audience stratification,1 Marketing,1.1 Audience stratification,
10,,,People who need therapy spend sufficient time online,,1 Marketing / 1.1 Audience stratification,1 Marketing,1.1 Audience stratification,
125,,,Much of therapists' marketing troubles are handled by BetterHelp,,1 Marketing,1 Marketing,,
1,,,Therapists are self-employed.,,,,,
98,,,The state of our mental wellbeing affects how we behave and what we think,,,,,
98,44,A(98):Q(44):1,The state of our mental wellbeing affects how we behave and what we think,How does it affect us?,,,,
98,44,A(98):Q(44):2,The state of our mental wellbeing affects how we behave and what we think,Positive examples?,,,,
98,44,A(98):Q(44):3,The state of our mental wellbeing affects how we behave and what we think,Negative examples?,,,,
54,,,Study for and complete certificates / exams in their domain to showcase expertise or compliance,,4 Law and regulations,4 Law and regulations,,
57,,,Therapists have to conform to regulations and law,,4 Law and regulations,4 Law and regulations,,
57,22,A(57):Q(22):1,Therapists have to conform to regulations and law,What are different ways how you have to conform to regulations and law?,4 Law and regulations,4 Law and regulations,,
57,22,A(57):Q(22):2,Therapists have to conform to regulations and law,What tools do you use for that?,4 Law and regulations,4 Law and regulations,,
57,22,A(57):Q(22):3,Therapists have to conform to regulations and law,Which brought them most headache?,4 Law and regulations,4 Law and regulations,,
56,,,Therapists join professional bodies that set some standards,,4 Law and regulations,4 Law and regulations,,
56,21,A(56):Q(21):1,Therapists join professional bodies that set some standards,What bodies do they have / want to join?,4 Law and regulations,4 Law and regulations,,
56,21,A(56):Q(21):2,Therapists join professional bodies that set some standards,What's the purpose of these bodies? How do they help?,4 Law and regulations,4 Law and regulations,,
56,21,A(56):Q(21):3,Therapists join professional bodies that set some standards,Which bodies are preferred?,4 Law and regulations,4 Law and regulations,,
56,21,A(56):Q(21):4,Therapists join professional bodies that set some standards,What certificates / exams do they have to do?,4 Law and regulations,4 Law and regulations,,
56,21,A(56):Q(21):5,Therapists join professional bodies that set some standards,Is the interaction with the bodies one-off (join) or recurring? (events / trainings / recurring exams / other responsibilities),4 Law and regulations,4 Law and regulations,,
55,,,Therapists have to pass exams / certificates to join prof bodies,,4 Law and regulations,4 Law and regulations,,
59,,,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer",,4 Law and regulations,4 Law and regulations,,
59,24,A(59):Q(24):1,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer",Are the contracts standardised?,4 Law and regulations,4 Law and regulations,,
59,24,A(59):Q(24):2,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer",Has it happened to you that the contract fell short?,4 Law and regulations,4 Law and regulations,,
59,24,A(59):Q(24):3,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer","What are the waiting times, and where are the biggest bottlenecks?",4 Law and regulations,4 Law and regulations,,
59,24,A(59):Q(24):4,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer",Have you had audit that would check the contracts?,4 Law and regulations,4 Law and regulations,,
59,24,A(59):Q(24):5,"Therapists sign contracts with clients, or have to wait for client to sign with the insurer","If paid by insurer, what's the process like?",4 Law and regulations,4 Law and regulations,,
60,,,Therapists have to keep track of their current and past clients for regulatory and tax purposes,,4 Law and regulations,4 Law and regulations,,
58,,,Sometimes therapists have to report the clients,,4 Law and regulations,4 Law and regulations,,
58,23,A(58):Q(23):1,Sometimes therapists have to report the clients,Under what conditions would you have to report your client to police?,4 Law and regulations,4 Law and regulations,,
58,23,A(58):Q(23):2,Sometimes therapists have to report the clients,How do they handle non-compliant or aggressive clients?,4 Law and regulations,4 Law and regulations,,
99,,,"Initial contact with a client is via phone or email. The pair goes over availability, match fit, payment method",,5 Therapy process,5 Therapy process,,
107,,,"Therapy sessions happen on regular basis, eg weekly",,5 Therapy process,5 Therapy process,,
101,,,Therapist has a set of slots each week when they are available,,5 Therapy process,5 Therapy process,,
100,,,Therapist will reject or forward a client if they are booked out or it's not a match,,5 Therapy process,5 Therapy process,,
102,,,Both therapist and client have hard time to assess the match fit before first session,,5 Therapy process,5 Therapy process,,
103,,,Match fit of therapist and client has effect on how well they can work together and the outcome,,5 Therapy process,5 Therapy process,,
104,,,People are more open or relaxed with different people,,5 Therapy process,5 Therapy process,,
105,,,People have different behaviour with different people,,5 Therapy process,5 Therapy process,,
106,,,Client may cancel on therapist without giving a reason,,5 Therapy process,5 Therapy process,,
108,,,Therapists would prefer if they could count on getting paid,,5 Therapy process,5 Therapy process,,
109,,,Initial therapy session is different from other ones because the format is being introduced,,5 Therapy process,5 Therapy process,,
110,,,Client churn is a burden for the therapist,,5 Therapy process,5 Therapy process,,
113,,,Client retention (after intervention) is a non-negligible source of income,,5 Therapy process,5 Therapy process,,
111,,,Client churn can be reduced by probing for and showing interim results,,5 Therapy process,5 Therapy process,,
112,,,Client can be persuaded to attend therapy for longer when shown results of its efficacy,,5 Therapy process,5 Therapy process,,
114,,,Understanding client flow (where they drop off) could help therapists choose clients better,,5 Therapy process,5 Therapy process,,
115,,,Therapists have difficulty with planning for holidays or assessing future income,,5 Therapy process,5 Therapy process,,
115,45,A(115):Q(45):1,Therapists have difficulty with planning for holidays or assessing future income,How well can you plan in advance when you have clients? Eg can you schedule holidays?,5 Therapy process,5 Therapy process,,
116,,,Therapist have high computer use,,6 Health,6 Health,,
116,46,A(116):Q(46):1,Therapist have high computer use,How does your profession affect your health?,6 Health,6 Health,,
116,46,A(116):Q(46):2,Therapist have high computer use,Is your health affected from high computer use?,6 Health,6 Health,,
116,46,A(116):Q(46):3,Therapist have high computer use,Do you use anything to alleviate the negatives?,6 Health,6 Health,,
117,,,Health risk from high computer use,,6 Health,6 Health,,
119,,,Zoom fatigue,,6 Health,6 Health,,
120,,,Strained eyes,,6 Health,6 Health,,
118,,,Aching back and poor posture,,6 Health,6 Health,,
121,,,Stress,,6 Health,6 Health,,
123,,,Client work,,6 Health,6 Health,,
124,,,Disengagement and burnout,,6 Health,6 Health,,
122,,,"Difficult to work with, or intense emotions (depression, suicide, anger, despair, ...)",,6 Health,6 Health,,
122,47,A(122):Q(47):1,"Difficult to work with, or intense emotions (depression, suicide, anger, despair, ...)",Does the work with clients affects you psychologically?,6 Health,6 Health,,
122,47,A(122):Q(47):2,"Difficult to work with, or intense emotions (depression, suicide, anger, despair, ...)",How do you alleviate the negatives?,6 Health,6 Health,,
127,,,"Therapist profession requires high computer use (eg scheduling, learning, calls, payments, etc)",,6 Health,6 Health,,
